farmer_id,contracted_merchant_id,contracted_quantity_kg,contracted_price_per_kg,delivered_to_contractor_kg,delivered_to_others_kg,delivery_ratio,distance_to_contractor_km,distance_to_alternative_km,alternative_price_premium,farmer_debt_level_usd,contractor_support_score,harvest_season,is_side_buying
F00257,M128,2554.23,3.19,1791.62,60.28,0.701,14.1,1.0,0.0,145.34,62.8,early,0
F00258,M110,2552.68,4.76,2502.84,183.23,0.98,29.6,7.2,0.0,514.63,100.0,late,0
F00259,M057,2756.31,3.95,2420.1,243.21,0.878,5.8,5.0,0.0,674.53,100.0,mid,0
F00260,M181,2138.65,3.56,1905.69,75.96,0.891,90.1,22.5,0.0,684.76,70.1,early,0
F00261,M023,500.0,3.92,486.15,0.0,0.972,69.1,5.7,0.0,480.03,83.9,late,0
F00262,M077,3103.03,3.07,3103.03,159.36,1.0,62.9,20.5,0.0,17.21,44.7,late,0
F00263,M010,3268.08,6.15,3268.08,0.0,1.0,17.6,18.3,0.0,811.26,61.7,late,0
F00264,M182,2468.56,4.37,1076.76,691.15,0.436,24.7,2.4,0.105,21.26,99.1,mid,1
F00265,M071,1989.18,3.96,1989.18,19.87,1.0,35.4,121.9,0.0,428.21,100.0,mid,0
F00266,M141,3189.24,2.26,2847.01,120.97,0.893,9.1,6.5,0.0,334.07,80.1,early,0
F00267,M022,2553.37,3.38,2251.73,181.39,0.882,1.5,1.0,0.0,441.47,100.0,late,0
F00268,M153,2213.82,3.07,1994.03,93.26,0.901,78.7,1.0,0.0,97.58,67.2,early,0
F00269,M171,1424.13,4.1,785.9,473.59,0.552,26.7,19.3,0.34,323.46,75.5,mid,1
F00270,M172,2538.5,2.93,2370.06,885.1,0.934,87.1,1.5,0.141,2201.31,28.5,late,1
F00271,M168,1849.28,3.12,1849.28,52.05,1.0,2.5,25.7,0.0,64.41,68.8,late,0
F00272,M049,2343.7,3.71,2343.7,167.87,1.0,50.1,1.5,0.0,1023.78,90.3,mid,0
F00273,M114,2076.99,3.7,1910.16,759.47,0.92,13.5,23.0,0.184,120.69,100.0,early,1
F00274,M062,2176.34,2.37,1817.97,1108.69,0.835,11.2,8.4,-0.032,1344.17,69.6,early,1
F00275,M150,2228.42,2.86,1561.53,749.67,0.701,26.6,9.1,0.239,943.92,59.6,early,1
F00276,M085,2686.5,3.55,2633.1,0.0,0.98,37.5,2.1,0.0,1.61,67.7,early,0
F00277,M041,716.17,3.74,704.71,263.9,0.984,83.2,21.6,0.178,40.72,97.7,early,1
F00278,M048,1450.26,4.13,1327.58,96.61,0.915,9.8,5.5,0.0,174.45,72.4,early,0
F00279,M087,2042.05,4.49,2042.05,55.75,1.0,60.1,26.3,0.0,821.03,100.0,early,0
F00280,M037,1585.05,3.41,1232.73,188.57,0.778,133.2,1.4,0.0,387.46,63.2,late,0
F00281,M155,1177.26,2.55,1177.26,188.79,1.0,13.9,23.4,0.0,345.88,52.6,late,0
F00282,M049,1506.62,3.25,690.23,362.01,0.458,38.5,8.6,0.078,1632.82,57.4,late,1
F00283,M073,1720.26,3.19,1636.79,143.77,0.951,5.5,1.8,0.0,320.47,77.1,late,0
F00284,M142,1801.69,4.59,1785.3,132.22,0.991,10.0,10.1,0.0,1121.75,81.6,mid,0
F00285,M176,677.7,2.99,522.46,309.91,0.771,20.8,6.8,0.174,474.53,100.0,mid,1
F00286,M057,1198.4,3.03,999.92,236.04,0.834,2.4,64.9,0.0,244.98,100.0,late,0
F00287,M106,2036.95,3.59,1869.38,247.97,0.918,58.2,1.0,0.0,309.97,68.1,late,0
F00288,M177,1543.5,4.52,1543.5,74.82,1.0,12.3,40.3,0.0,265.16,49.7,mid,0
F00289,M189,1936.69,3.85,975.8,774.1,0.504,15.0,4.3,0.394,241.7,100.0,mid,1
F00290,M148,3563.77,4.14,3563.77,162.17,1.0,1.9,26.3,0.0,803.46,62.8,late,0
F00291,M148,1531.18,3.54,866.43,709.46,0.566,15.8,12.8,0.017,593.33,0.1,mid,1
F00292,M127,1963.86,2.53,1644.62,143.08,0.837,38.3,2.7,0.0,12.24,68.8,late,0
F00293,M092,1500.81,2.42,1326.11,0.0,0.884,4.1,5.2,0.0,399.09,60.7,early,0
F00294,M127,2972.59,3.26,2125.08,861.48,0.715,5.1,10.1,0.289,123.57,59.4,late,1
F00295,M185,1189.79,2.41,729.97,418.08,0.614,65.7,19.4,0.233,1764.31,98.8,early,1
F00296,M133,2013.3,3.25,2013.3,356.45,1.0,7.9,11.2,0.0,375.5,100.0,late,0
F00297,M151,2258.83,3.62,2228.73,0.0,0.987,14.1,12.1,0.0,333.38,100.0,late,0
F00298,M118,1755.67,3.47,1061.27,709.32,0.604,24.6,15.4,0.091,122.35,100.0,mid,1
F00299,M043,2433.04,3.53,2181.8,302.0,0.897,1.0,104.4,0.0,761.88,100.0,early,0
F00300,M002,2496.28,4.73,1578.7,377.51,0.632,1.7,14.3,0.174,61.06,36.6,early,1
F00301,M173,1493.17,3.45,1257.65,158.67,0.842,29.8,23.6,0.0,2093.98,94.6,early,0
F00302,M036,2243.62,3.13,1788.87,12.33,0.797,30.7,1.0,0.0,447.62,77.2,late,0
F00303,M046,3167.07,3.48,3167.07,260.17,1.0,35.0,3.4,0.0,217.37,87.7,early,0
F00304,M197,500.0,2.65,441.47,0.0,0.883,59.4,1.0,0.0,355.25,60.6,early,0
F00305,M197,1099.49,3.44,1099.49,0.0,1.0,6.2,21.6,0.0,125.53,72.6,mid,0
F00306,M081,2779.25,3.47,2271.4,112.73,0.817,7.7,30.1,0.0,223.9,36.6,early,0
F00307,M073,1725.74,3.1,1518.06,92.98,0.88,63.0,2.2,0.0,182.17,55.1,early,0
F00308,M071,1880.11,3.26,1830.36,118.29,0.974,10.4,9.3,0.0,505.84,64.7,mid,0
F00309,M039,2693.13,3.86,2198.28,363.82,0.816,26.6,8.1,0.0,34.99,73.4,mid,0
F00310,M178,2126.21,2.67,343.29,659.49,0.161,2.7,31.7,0.339,137.02,54.6,mid,1
F00311,M134,1941.68,3.0,859.39,1087.96,0.443,37.3,8.4,0.35,202.51,54.8,mid,1
F00312,M112,2347.17,2.48,1330.09,659.77,0.567,75.0,4.6,0.31,153.36,78.5,early,1
F00313,M013,1630.65,4.79,1098.45,79.74,0.674,11.9,4.6,0.0,430.52,51.3,late,0
F00314,M037,1541.53,3.64,1387.14,162.67,0.9,16.0,4.2,0.0,306.79,59.8,late,0
F00315,M158,1490.35,2.87,1433.44,141.81,0.962,26.8,6.9,0.0,408.26,83.3,mid,0
F00316,M086,2187.89,3.1,2097.86,137.95,0.959,15.5,27.0,0.0,470.54,60.5,early,0
F00317,M059,2834.6,2.21,1853.95,113.11,0.654,28.9,4.0,0.0,1285.77,70.0,early,0
F00318,M084,1419.33,2.44,1296.61,2.38,0.914,33.7,1.0,0.0,1561.9,57.8,mid,0
F00319,M186,2727.88,5.77,1127.62,1805.71,0.413,10.6,3.2,0.229,255.17,85.1,early,1
F00320,M050,1970.86,2.56,989.83,519.23,0.502,7.7,4.4,0.256,11.69,69.5,early,1
F00321,M184,1159.99,3.71,997.21,90.81,0.86,114.9,61.2,0.0,79.28,100.0,late,0
F00322,M043,878.88,4.78,878.88,66.19,1.0,15.4,8.2,0.0,161.43,83.9,mid,0
F00323,M081,949.08,2.61,949.08,58.15,1.0,20.0,4.4,0.0,12.61,59.3,late,0
F00324,M050,2788.6,4.17,2788.6,0.0,1.0,11.3,6.7,0.0,161.84,50.0,early,0
F00325,M117,4376.84,2.8,3482.47,0.0,0.796,32.5,53.7,0.0,269.02,56.3,early,0
F00326,M128,1025.35,3.18,934.18,24.57,0.911,23.7,17.0,0.0,52.34,64.5,early,0
F00327,M090,1153.95,2.42,1147.34,15.04,0.994,37.5,1.0,0.0,273.31,49.6,early,0
F00328,M073,1724.09,3.32,938.64,793.43,0.544,70.2,6.1,0.206,357.51,60.8,mid,1
F00329,M134,2954.68,5.72,2735.2,156.34,0.926,52.9,2.9,0.0,236.94,76.7,mid,0
F00330,M098,3728.14,2.83,3680.92,300.55,0.987,28.8,14.6,0.0,701.12,69.6,early,0
F00331,M061,3670.81,3.96,3290.61,271.79,0.896,34.1,43.3,0.0,48.53,71.3,early,0
F00332,M044,1793.16,4.19,1689.88,549.81,0.942,43.4,10.3,0.012,1459.64,40.6,late,1
F00333,M170,1847.19,3.38,1478.73,0.0,0.801,20.0,37.8,0.0,1374.68,99.4,late,0
F00334,M041,2944.97,4.12,1873.58,1443.79,0.636,21.5,9.8,0.152,435.8,67.5,early,1
F00335,M091,1317.46,4.6,1157.31,70.0,0.878,26.0,2.4,0.0,629.74,78.8,mid,0
F00336,M174,2446.25,2.7,1891.23,296.08,0.773,6.2,13.8,0.0,830.5,86.6,early,0
F00337,M149,3033.3,4.35,1557.78,1352.48,0.514,5.3,13.5,0.239,159.61,100.0,mid,1
F00338,M050,1437.27,4.01,1275.81,19.72,0.888,12.8,10.7,0.0,647.96,56.7,early,0
F00339,M200,875.91,3.87,875.91,11.2,1.0,16.2,5.1,0.0,133.58,63.4,late,0
F00340,M012,3775.86,3.3,3775.86,248.39,1.0,66.0,8.1,0.0,57.39,70.8,late,0
F00341,M145,1174.78,2.79,1058.98,33.06,0.901,26.1,4.5,0.0,946.65,48.8,mid,0
F00342,M183,2238.13,3.72,2238.13,99.97,1.0,27.2,41.4,0.0,1360.23,100.0,early,0
F00343,M133,1038.44,3.97,643.38,492.01,0.62,4.5,8.7,0.239,101.96,49.8,early,1
F00344,M176,1272.4,4.07,730.22,473.38,0.574,29.2,11.7,0.21,68.2,57.9,late,1
F00345,M086,1220.88,4.14,1013.11,44.37,0.83,53.4,28.4,0.0,818.54,81.8,late,0
F00346,M029,2335.11,3.59,1567.05,685.49,0.671,36.8,10.1,0.301,311.26,75.8,late,1
F00347,M005,2446.13,2.46,2101.03,868.15,0.859,4.6,11.5,0.055,731.15,57.1,late,1
F00348,M175,1943.52,3.69,1560.59,133.94,0.803,27.0,3.9,0.0,363.35,76.6,late,0
F00349,M098,2132.95,4.23,2005.93,253.59,0.94,61.4,4.5,0.0,1000.33,64.4,mid,0
F00350,M152,3821.72,2.56,3107.32,738.31,0.813,32.3,1.8,0.28,244.78,100.0,mid,1
F00351,M149,2086.73,5.18,2077.5,0.0,0.996,37.0,1.4,0.0,990.44,56.6,mid,0
F00352,M160,2632.2,3.78,2337.13,93.64,0.888,94.5,28.5,0.0,38.68,93.3,late,0
F00353,M154,1005.18,3.83,1001.89,61.9,0.997,2.3,4.9,0.0,889.45,60.3,early,0
F00354,M166,2147.1,3.04,1214.36,1237.49,0.566,24.2,17.8,0.281,468.54,91.4,early,1
F00355,M122,2686.26,3.74,2627.54,39.33,0.978,15.7,1.0,0.0,1328.14,78.4,late,0
F00356,M078,1683.81,2.75,1683.81,270.95,1.0,3.9,31.1,0.0,56.81,97.7,late,0
F00357,M010,1288.45,4.16,1009.85,224.66,0.784,13.4,36.3,0.225,677.53,59.5,early,1
F00358,M044,1982.17,4.05,1303.24,500.62,0.657,55.4,1.0,0.293,856.92,92.5,late,1
F00359,M049,2558.74,4.38,425.62,845.08,0.166,12.6,9.6,0.139,537.2,100.0,mid,1
F00360,M103,1823.9,3.35,1744.0,14.57,0.956,28.1,29.8,0.0,325.15,71.2,late,0
F00361,M156,2066.48,3.21,2066.48,0.0,1.0,4.3,15.8,0.0,51.4,75.2,mid,0
F00362,M119,1907.82,3.09,1617.59,0.0,0.848,57.0,23.8,0.0,577.85,82.5,early,0
F00363,M028,2610.05,3.42,2312.58,28.43,0.886,32.5,36.3,0.0,773.2,86.2,early,0
F00364,M170,2713.19,4.48,2123.14,0.0,0.783,48.6,27.3,0.0,186.66,87.5,mid,0
F00365,M119,1276.27,3.86,1276.27,42.76,1.0,5.7,23.2,0.0,264.13,61.6,mid,0
F00366,M174,3159.49,4.47,2304.08,2048.27,0.729,10.5,6.4,0.1,269.49,84.7,mid,1
F00367,M179,2312.52,3.68,995.22,1106.61,0.43,5.7,4.9,0.1,95.17,61.9,early,1
F00368,M119,1747.18,3.18,1534.29,137.11,0.878,21.2,3.9,0.0,68.57,51.8,late,0
F00369,M078,893.27,2.99,670.93,120.41,0.751,15.5,9.4,0.059,350.25,64.4,late,1
F00370,M200,3382.87,3.9,2973.81,283.67,0.879,6.6,24.9,0.0,518.2,73.3,early,0
F00371,M019,2439.96,3.97,2370.38,89.97,0.971,16.0,29.9,0.0,984.07,68.6,early,0
F00372,M115,2181.91,4.2,1423.28,396.75,0.652,67.4,30.1,0.296,454.24,62.2,mid,1
F00373,M024,2540.83,2.7,2435.61,0.0,0.959,18.4,11.9,0.0,1197.62,40.1,late,0
F00374,M164,2110.04,3.99,1714.31,92.78,0.812,7.7,6.1,0.0,58.01,72.1,mid,0
F00375,M022,2111.95,3.39,1975.94,139.96,0.936,10.4,8.4,0.0,210.2,69.1,early,0
F00376,M186,1585.44,3.73,1574.43,0.0,0.993,34.2,2.8,0.0,1077.26,45.6,late,0
F00377,M022,2297.79,2.58,1950.42,787.08,0.849,17.2,17.9,0.007,51.15,66.1,late,1
F00378,M048,2181.92,4.02,670.15,802.96,0.307,40.5,48.8,0.146,72.14,45.6,early,1
F00379,M008,1479.64,3.46,1420.81,18.93,0.96,31.3,6.7,0.0,123.47,71.3,late,0
F00380,M179,1446.19,2.48,1249.87,111.15,0.864,13.3,3.5,0.0,1.57,80.7,early,0
F00381,M052,2406.31,3.6,1173.09,676.65,0.488,40.2,11.8,0.078,149.94,80.6,mid,1
F00382,M158,851.12,4.28,686.07,26.12,0.806,37.8,2.8,0.0,200.15,46.4,early,0
F00383,M094,2068.51,2.74,1586.17,213.9,0.767,29.2,46.1,0.0,20.09,55.5,mid,0
F00384,M020,1951.48,4.79,1137.29,658.12,0.583,119.6,5.6,0.331,61.99,100.0,mid,1
F00385,M192,2422.62,2.86,2422.62,79.41,1.0,41.9,17.5,0.0,273.88,32.8,early,0
F00386,M012,1042.41,4.18,1042.41,8.39,1.0,6.2,2.4,0.0,638.24,100.0,mid,0
F00387,M111,2735.51,2.83,2432.07,0.56,0.889,57.7,24.5,0.0,433.17,100.0,mid,0
F00388,M015,1607.76,3.05,1434.15,238.14,0.892,72.5,9.7,0.0,1360.62,92.2,mid,0
F00389,M094,1376.1,2.93,1283.82,64.09,0.933,54.7,69.0,0.0,278.15,51.3,late,0
F00390,M090,1615.13,3.99,783.52,537.16,0.485,1.0,16.1,0.262,721.67,79.0,late,1
F00391,M104,2205.55,2.66,2030.62,90.64,0.921,18.1,18.3,0.0,456.33,73.0,late,0
F00392,M178,3474.28,2.62,2853.23,77.68,0.821,17.9,6.6,0.0,149.06,82.0,early,0
F00393,M103,2693.26,1.92,1218.71,1653.35,0.453,6.7,28.6,0.155,12.38,68.1,late,1
F00394,M066,2104.11,3.69,2104.11,372.36,1.0,12.9,4.7,0.0,993.84,73.5,early,0
F00395,M114,1914.35,4.2,1914.35,24.68,1.0,34.1,9.9,0.0,576.11,49.3,early,0
F00396,M149,2333.54,3.79,2333.54,99.05,1.0,2.7,10.3,0.0,1291.35,49.9,mid,0
F00397,M059,1209.81,2.26,908.55,45.33,0.751,19.7,3.4,0.0,892.75,100.0,late,0
F00398,M170,2311.52,3.48,1941.13,64.82,0.84,104.4,44.0,0.0,385.79,69.5,early,0
F00399,M003,2136.65,2.05,1293.76,934.66,0.606,37.3,1.0,0.379,169.48,43.2,late,1
F00400,M139,1926.82,3.86,1595.97,0.0,0.828,20.5,17.1,0.0,876.19,53.4,late,0
F00401,M128,868.78,6.17,358.83,245.41,0.413,52.0,29.0,0.274,785.66,61.9,mid,1
F00402,M092,3042.96,3.62,2487.64,1059.17,0.818,6.6,9.4,0.175,83.23,50.7,early,1
F00403,M127,500.0,4.87,128.24,33.88,0.256,2.8,1.0,0.151,289.1,75.8,mid,1
F00404,M186,1438.58,3.66,1438.58,4.84,1.0,11.6,5.5,0.0,885.93,73.1,late,0
F00405,M089,1614.58,2.95,1579.76,812.58,0.978,9.7,8.2,0.036,149.42,100.0,mid,1
F00406,M118,2242.65,3.15,2242.65,0.0,1.0,16.0,1.0,0.0,15.95,75.9,late,0
F00407,M036,1641.54,3.63,1603.84,4.37,0.977,1.6,11.4,0.0,106.97,18.9,late,0
F00408,M075,2649.32,3.72,2480.97,1900.73,0.936,15.2,27.6,0.363,467.78,48.0,mid,1
F00409,M170,3018.27,1.05,2656.47,99.7,0.88,3.7,1.0,0.0,63.72,73.8,late,0
F00410,M031,2340.39,3.55,797.06,1126.35,0.341,16.9,1.4,0.055,63.75,44.1,early,1
F00411,M161,2369.35,3.96,2015.56,176.33,0.851,17.5,1.0,0.0,669.2,98.8,mid,0
F00412,M083,500.0,3.52,403.49,48.8,0.807,1.7,6.6,0.0,183.85,40.1,mid,0
F00413,M134,1619.1,3.04,1696.39,818.76,1.048,4.3,12.4,0.289,102.42,70.8,early,1
F00414,M011,3086.96,3.28,3086.96,108.71,1.0,36.4,54.6,0.0,961.72,100.0,mid,0
F00415,M092,975.12,3.59,537.52,439.95,0.551,2.6,30.9,0.163,280.92,61.4,early,1
F00416,M013,1340.81,2.18,1340.81,104.98,1.0,20.6,5.7,0.0,484.05,75.5,early,0
F00417,M025,3432.42,2.46,3134.91,488.05,0.913,47.8,1.0,0.0,386.28,76.2,mid,0
F00418,M105,2489.93,3.05,2004.61,91.42,0.805,3.7,21.5,0.0,451.48,96.4,mid,0
F00419,M003,2281.56,3.57,2075.14,76.12,0.91,68.5,8.4,0.0,582.97,52.9,late,0
F00420,M168,3017.45,2.75,3017.45,93.83,1.0,4.4,1.0,0.0,616.46,30.9,early,0
F00421,M128,2515.52,3.31,2058.07,22.3,0.818,14.2,13.4,0.0,75.17,100.0,early,0
F00422,M003,3466.09,4.2,3251.84,0.0,0.938,25.4,8.0,0.0,5.09,86.2,mid,0
F00423,M168,2055.5,5.0,2055.5,59.0,1.0,9.3,1.0,0.0,899.96,63.5,early,0
F00424,M146,500.0,2.46,500.0,0.0,1.0,33.2,31.4,0.0,743.66,99.9,early,0
F00425,M014,2112.74,3.94,2070.15,166.95,0.98,13.8,7.3,0.0,1532.8,100.0,mid,0
F00426,M152,2051.69,3.7,2051.69,49.28,1.0,30.8,21.2,0.0,762.29,62.8,late,0
F00427,M144,2344.33,2.92,1552.09,1225.87,0.662,1.0,17.1,0.195,144.04,80.3,early,1
F00428,M191,1460.91,4.27,1117.39,399.98,0.765,28.1,3.3,0.24,105.91,56.8,early,1
F00429,M157,1242.07,2.6,1212.65,72.6,0.976,22.5,7.8,0.0,307.96,54.9,early,0
F00430,M055,1725.83,2.86,1531.05,53.64,0.887,24.6,22.8,0.0,851.15,97.3,early,0
F00431,M151,1294.03,3.44,1191.0,116.8,0.92,44.8,20.8,0.0,27.8,86.7,early,0
F00432,M107,2251.6,5.17,2251.6,211.43,1.0,29.7,1.0,0.0,1051.4,100.0,early,0
F00433,M028,2327.52,3.27,2234.8,184.82,0.96,14.1,81.0,0.0,80.82,56.2,mid,0
F00434,M108,3405.21,4.35,3405.21,288.62,1.0,24.5,40.4,0.0,1019.95,89.3,mid,0
F00435,M187,500.0,3.28,397.06,5.78,0.794,8.4,6.4,0.0,415.65,77.4,early,0
F00436,M077,1960.86,4.12,1074.03,738.53,0.548,1.6,16.6,0.27,237.72,85.5,late,1
F00437,M140,2527.57,4.18,2527.57,34.79,1.0,11.8,14.1,0.0,190.65,81.9,early,0
F00438,M107,2848.46,2.09,2195.01,1083.3,0.771,22.2,18.6,0.275,335.15,51.4,mid,1
F00439,M129,1399.22,3.01,1272.14,123.06,0.909,3.4,4.9,0.0,1340.18,86.0,early,0
F00440,M048,3466.74,3.66,2995.68,44.97,0.864,36.3,1.0,0.0,153.98,90.0,mid,0
F00441,M131,2376.78,3.0,1300.08,88.36,0.547,131.6,12.9,0.116,1517.44,64.5,early,1
F00442,M180,1762.8,4.76,1762.8,120.97,1.0,9.9,3.2,0.0,774.88,71.2,mid,0
F00443,M111,1302.15,2.82,908.63,597.69,0.698,26.8,2.5,0.164,189.22,61.0,early,1
F00444,M142,925.34,3.8,352.39,166.37,0.381,45.4,4.4,0.119,61.54,76.6,late,1
F00445,M077,1779.31,2.74,1233.59,641.41,0.693,58.9,1.3,0.129,5.6,79.3,mid,1
F00446,M162,2758.16,4.14,2758.16,0.0,1.0,9.0,20.5,0.0,753.26,46.3,mid,0
F00447,M129,2576.26,4.14,1956.84,46.95,0.76,4.5,12.6,0.0,87.91,100.0,late,0
F00448,M003,1628.25,2.27,1549.91,5.57,0.952,3.4,1.0,0.0,513.33,34.0,late,0
F00449,M186,2623.17,3.86,1922.94,35.59,0.733,26.3,9.6,0.0,376.48,95.0,late,0
F00450,M046,2926.95,3.48,1802.96,1394.15,0.616,27.1,25.2,0.244,506.17,71.9,early,1
F00451,M121,1863.59,3.45,1491.16,86.48,0.8,13.4,4.8,0.0,848.61,79.3,late,0
F00452,M147,1478.71,3.6,867.73,565.11,0.587,6.0,13.4,0.153,39.97,83.7,mid,1
F00453,M097,1203.88,4.16,961.74,58.31,0.799,43.8,1.3,0.0,704.42,66.1,mid,0
F00454,M054,2202.82,3.48,1969.38,77.5,0.894,37.1,10.1,0.0,1033.68,85.4,mid,0
F00455,M149,2460.83,4.21,2335.14,148.76,0.949,45.4,8.3,0.0,514.99,100.0,mid,0
F00456,M082,2697.59,2.29,2358.12,158.96,0.874,7.4,24.8,0.0,165.86,83.5,early,0
F00457,M155,1288.2,2.62,995.9,154.43,0.773,9.4,1.0,0.0,2068.91,86.3,late,0
F00458,M138,2025.67,4.43,1971.5,88.02,0.973,16.7,1.0,0.0,182.98,76.6,early,0
F00459,M132,3017.14,4.0,3017.14,184.54,1.0,39.3,9.2,0.0,396.24,100.0,early,0
F00460,M014,503.75,3.99,215.63,343.73,0.428,14.5,17.1,0.257,247.59,96.6,early,1
F00461,M043,3414.97,3.06,3234.08,297.56,0.947,8.6,12.1,0.0,923.37,60.0,late,0
F00462,M041,1775.32,3.05,554.08,984.05,0.312,10.6,38.1,0.149,167.94,44.1,late,1
F00463,M039,2440.93,3.41,1819.31,0.0,0.745,26.3,28.1,0.0,689.32,92.3,mid,0
F00464,M137,1773.77,3.65,1556.31,198.51,0.877,7.1,9.1,0.0,230.53,92.6,mid,0
F00465,M106,1713.8,4.76,417.73,274.24,0.244,13.1,40.3,0.18,297.2,100.0,early,1
F00466,M112,2207.44,4.71,1343.2,859.82,0.608,16.2,8.2,0.117,23.03,100.0,mid,1
F00467,M026,1231.43,4.81,929.46,496.74,0.755,18.8,12.7,0.163,96.46,90.6,early,1
F00468,M071,1563.36,4.14,1301.71,40.46,0.833,5.0,14.6,0.28,959.55,40.6,mid,1
F00469,M019,2616.28,3.7,2351.2,223.88,0.899,6.3,23.0,0.0,859.59,87.3,early,0
F00470,M046,2074.44,1.97,1920.52,134.35,0.926,3.3,24.9,0.0,1744.63,94.7,early,0
F00471,M106,2045.77,4.7,1621.55,110.34,0.793,20.2,17.5,0.0,249.04,52.5,mid,0
F00472,M087,3646.0,3.11,2463.56,2294.95,0.676,61.5,1.0,0.16,403.56,75.2,mid,1
F00473,M157,616.71,3.81,579.96,57.01,0.94,55.7,5.4,0.0,83.65,89.9,early,0
F00474,M092,1745.3,4.09,1973.86,256.85,1.131,9.5,10.3,0.297,271.09,100.0,early,1
F00475,M185,2683.55,3.7,2657.31,230.7,0.99,25.2,3.9,0.0,145.55,86.7,late,0
F00476,M171,1917.86,1.17,1893.33,261.58,0.987,32.4,14.6,0.0,264.46,82.5,late,0
F00477,M184,2198.49,3.02,2198.49,0.0,1.0,9.1,1.4,0.0,177.16,59.5,late,0
F00478,M005,1521.69,4.25,1465.02,0.0,0.963,1.0,3.2,0.0,2991.25,30.5,mid,0
F00479,M014,2090.41,2.22,1573.74,79.05,0.753,3.9,8.2,0.0,131.54,75.6,early,0
F00480,M038,2375.1,3.15,2375.1,63.23,1.0,16.4,19.1,0.0,91.38,53.3,early,0
F00481,M071,1853.4,3.61,1847.39,148.96,0.997,35.4,9.1,0.0,635.39,78.4,mid,0
F00482,M194,4214.83,3.38,4214.83,726.32,1.0,24.2,25.3,0.0,301.1,94.8,early,0
F00483,M092,500.0,2.98,466.56,0.0,0.933,83.4,3.1,0.0,266.46,60.4,late,0
F00484,M160,2873.1,3.98,2746.82,218.33,0.956,15.5,3.0,0.0,50.27,72.8,mid,0
F00485,M195,1533.96,3.64,1509.62,153.52,0.984,6.4,1.0,0.0,244.54,44.1,mid,0
F00486,M183,1910.03,1.99,1572.56,847.74,0.823,14.3,1.0,0.299,335.79,98.2,late,1
F00487,M028,500.0,1.79,440.33,33.72,0.881,45.3,18.6,0.0,357.76,58.2,late,0
F00488,M057,1907.82,3.52,1688.93,215.53,0.885,4.1,11.7,0.0,226.84,47.5,late,0
F00489,M013,973.54,5.43,742.33,419.97,0.763,32.2,21.7,0.253,142.26,68.5,late,1
F00490,M070,1814.29,3.96,1506.01,592.24,0.83,33.4,16.7,0.314,533.12,84.8,late,1
F00491,M116,1207.57,2.31,866.98,315.24,0.718,3.5,2.0,0.115,822.94,46.5,late,1
F00492,M004,2427.1,4.01,2139.24,109.04,0.881,4.7,23.1,0.0,108.16,78.9,late,0
F00493,M080,1471.74,3.28,1306.74,195.36,0.888,18.1,30.8,0.0,187.2,60.5,late,0
F00494,M091,2430.05,3.68,1333.97,2019.55,0.549,54.1,12.3,0.266,404.64,97.8,mid,1
F00495,M043,3204.33,4.15,2372.15,974.39,0.74,1.6,5.4,0.246,80.24,63.6,early,1
F00496,M156,1001.94,3.27,1001.94,34.97,1.0,37.3,3.7,0.0,9.95,79.4,mid,0
F00497,M098,500.0,2.83,311.61,200.88,0.623,58.1,9.8,0.204,521.77,87.0,late,1
F00498,M048,898.37,3.21,482.56,116.36,0.537,10.2,3.2,0.201,810.32,99.2,early,1
F00499,M069,1031.02,3.73,484.65,596.04,0.47,71.6,30.3,0.049,1102.43,29.2,mid,1
F00500,M102,1786.93,2.39,1355.19,169.3,0.758,23.5,27.4,0.0,657.75,100.0,mid,0
F00501,M150,3674.81,3.9,3059.1,133.21,0.832,5.0,1.5,0.0,710.36,86.1,mid,0
F00502,M108,2413.17,3.77,2413.17,35.89,1.0,1.0,12.5,0.0,714.46,76.6,early,0
F00503,M009,1564.38,2.45,1502.79,203.34,0.961,1.0,3.5,0.0,36.67,80.4,mid,0
F00504,M190,733.01,3.72,721.44,12.05,0.984,74.4,4.4,0.0,78.49,57.0,mid,0
F00505,M121,1496.42,3.14,789.3,831.16,0.527,9.3,3.0,0.32,471.89,99.9,late,1
F00506,M116,500.0,1.87,307.33,196.62,0.615,6.0,14.3,0.279,855.91,59.7,early,1
F00507,M150,2833.25,5.02,2833.25,399.79,1.0,30.4,11.7,0.0,846.01,100.0,early,0
F00508,M169,829.75,3.79,722.72,33.75,0.871,6.5,16.3,0.0,596.99,76.7,mid,0
F00509,M053,1813.29,2.44,1813.29,172.31,1.0,5.5,65.7,0.0,188.48,48.3,early,0
F00510,M089,2042.07,3.82,1828.7,133.62,0.896,11.4,23.0,0.0,1237.2,60.6,late,0
F00511,M008,2328.63,4.2,2157.91,7.15,0.927,2.4,15.1,0.0,49.88,100.0,late,0
F00512,M138,2065.18,3.74,2015.67,0.0,0.976,18.8,7.7,0.0,318.99,98.6,late,0
F00513,M142,1072.93,2.51,1072.93,84.73,1.0,20.1,9.1,0.0,80.68,74.4,early,0
F00514,M026,2419.76,4.13,2371.76,154.04,0.98,40.8,1.0,0.0,285.46,91.3,mid,0
F00515,M067,705.56,4.12,697.23,18.02,0.988,26.8,15.6,0.0,38.27,30.3,mid,0
F00516,M135,1914.19,2.76,1681.28,252.97,0.878,45.2,5.3,0.0,419.67,97.3,early,0
