transaction_id,grade,purchase_price_per_kg,sale_price_per_kg,quantity_kg,time_difference_days,price_markup_ratio,merchant_experience_years,market_volatility,season,floor_location,hour_of_day,is_fraud
TXN000276,H1,2.01,2.46,50.0,10.98,1.225,1.1,0.163,off_peak,mutare,9,0
TXN000277,H3,1.55,1.81,464.53,7.13,1.171,5.5,0.179,peak,gweru,13,0
TXN000278,X4,1.86,2.05,50.0,10.0,1.106,3.6,0.159,off_peak,harare,11,0
TXN000279,B1,1.45,1.45,625.7,6.86,0.999,3.0,0.228,off_peak,mutare,4,0
TXN000280,A1,5.02,6.11,1759.79,9.47,1.217,4.7,0.136,off_peak,mutare,1,0
TXN000281,L3,3.66,5.35,52.89,9.06,1.462,0.1,0.181,peak,bulawayo,11,0
TXN000282,T1,2.96,3.68,50.0,7.9,1.243,3.0,0.172,peak,bulawayo,12,0
TXN000283,H2,1.83,2.11,385.37,6.13,1.157,3.7,0.19,off_peak,harare,10,0
TXN000284,B1,1.23,1.33,1981.46,2.53,1.084,1.8,0.174,peak,harare,12,0
TXN000285,X4,1.28,2.08,586.78,7.04,1.62,0.4,0.135,off_peak,harare,5,1
TXN000286,H1,2.13,2.07,695.62,14.14,0.975,0.3,0.122,off_peak,gweru,7,0
TXN000287,X2,2.75,2.99,50.0,8.43,1.085,1.2,0.197,off_peak,gweru,7,0
TXN000288,T3,1.46,1.76,561.34,6.05,1.207,4.7,0.124,off_peak,chinhoyi,9,0
TXN000289,T3,0.99,2.51,37.78,0.1,2.54,2.3,0.132,peak,gweru,11,1
TXN000290,H3,1.69,1.91,416.89,8.1,1.13,3.8,0.179,off_peak,gweru,13,0
TXN000291,X1,3.27,4.27,50.0,7.07,1.309,7.4,0.132,off_peak,bulawayo,11,0
TXN000292,L3,3.48,4.46,242.64,8.69,1.281,0.1,0.124,peak,bulawayo,13,0
TXN000293,C2,1.65,1.86,252.35,5.06,1.132,2.9,0.121,off_peak,bulawayo,8,0
TXN000294,L1,4.57,4.89,117.84,5.58,1.071,6.4,0.089,off_peak,mutare,17,0
TXN000295,X1,3.21,3.96,467.88,5.16,1.236,2.7,0.156,off_peak,mutare,13,0
TXN000296,T1,2.9,3.39,50.0,9.7,1.17,2.2,0.177,off_peak,bulawayo,8,0
TXN000297,A3,4.2,4.45,191.89,8.12,1.059,5.3,0.086,off_peak,chinhoyi,10,0
TXN000298,X1,3.37,4.12,1124.82,12.02,1.221,5.7,0.139,peak,gweru,11,0
TXN000299,L3,3.64,3.67,50.0,11.09,1.008,7.0,0.099,off_peak,gweru,9,0
TXN000300,X4,2.04,4.37,39.36,2.19,2.147,13.9,0.123,peak,bulawayo,10,1
TXN000301,B2,0.5,0.64,622.05,5.58,1.341,2.1,0.094,peak,mutare,19,0
TXN000302,L1,3.17,5.13,263.07,3.78,1.622,2.4,0.127,off_peak,bulawayo,16,1
TXN000303,T2,2.31,2.5,50.0,9.44,1.082,14.3,0.156,off_peak,mutare,10,0
TXN000304,X1,1.56,3.28,281.82,1.17,2.105,12.8,0.092,peak,gweru,14,1
TXN000305,X5,1.19,2.19,190.27,1.76,1.835,5.0,0.176,peak,gweru,10,1
TXN000306,A3,3.84,3.41,923.86,5.14,0.887,4.8,0.112,peak,gweru,8,0
TXN000307,C1,1.86,2.2,331.03,7.58,1.182,0.7,0.121,peak,gweru,11,0
TXN000308,X5,1.62,1.91,792.15,9.21,1.177,14.3,0.09,off_peak,gweru,9,0
TXN000309,T2,1.18,1.69,70.98,6.61,1.434,3.7,0.15,peak,harare,23,1
TXN000310,T2,2.43,2.31,113.6,8.24,0.951,4.6,0.224,peak,gweru,9,0
TXN000311,L1,4.37,4.98,140.03,7.2,1.14,8.3,0.124,off_peak,gweru,11,0
TXN000312,C1,2.22,1.98,158.95,6.91,0.891,7.1,0.117,peak,chinhoyi,15,0
TXN000313,A2,4.75,4.64,293.1,6.18,0.977,5.4,0.144,off_peak,mutare,9,0
TXN000314,X4,1.92,2.1,967.24,5.15,1.09,1.7,0.145,off_peak,chinhoyi,12,0
TXN000315,L5,2.17,2.72,108.96,11.13,1.258,1.4,0.163,off_peak,bulawayo,11,0
TXN000316,A1,5.13,6.37,191.4,6.7,1.242,1.7,0.186,off_peak,gweru,9,0
TXN000317,H1,2.03,2.44,107.84,7.13,1.201,5.5,0.178,off_peak,bulawayo,12,0
TXN000318,C2,1.75,2.15,430.92,1.06,1.225,0.5,0.18,peak,harare,11,1
TXN000319,X1,3.38,3.46,260.21,8.82,1.023,10.2,0.161,peak,harare,10,0
TXN000320,L5,2.19,2.7,151.47,11.41,1.236,18.8,0.097,off_peak,chinhoyi,15,0
TXN000321,A2,4.8,5.76,204.25,5.91,1.199,6.2,0.195,off_peak,harare,8,0
TXN000322,X1,3.08,3.51,328.23,5.83,1.14,23.2,0.162,off_peak,mutare,11,0
TXN000323,L1,4.68,5.05,843.3,8.35,1.079,3.7,0.17,peak,bulawayo,9,0
TXN000324,L3,3.61,4.03,940.39,9.07,1.118,3.4,0.105,peak,gweru,8,0
TXN000325,H3,1.86,2.29,538.66,7.06,1.234,2.9,0.114,peak,mutare,12,0
TXN000326,L2,4.33,5.1,50.0,4.41,1.176,10.2,0.081,peak,mutare,12,0
TXN000327,L2,3.94,4.56,407.84,6.51,1.156,0.2,0.218,off_peak,mutare,16,0
TXN000328,H2,1.56,1.88,520.08,8.38,1.21,16.9,0.147,off_peak,chinhoyi,10,0
TXN000329,X1,3.56,4.18,100.29,12.15,1.174,10.6,0.144,off_peak,bulawayo,13,0
TXN000330,B1,1.28,1.32,989.35,6.8,1.03,5.7,0.195,off_peak,bulawayo,7,0
TXN000331,X3,1.99,2.8,1210.22,5.89,1.407,3.2,0.159,peak,mutare,11,0
TXN000332,T3,2.15,2.44,245.58,9.95,1.136,1.5,0.162,off_peak,gweru,17,0
TXN000333,L3,3.5,3.81,304.08,8.66,1.09,5.2,0.103,peak,harare,11,0
TXN000334,A3,4.4,5.32,559.99,8.64,1.21,2.4,0.125,peak,bulawayo,9,0
TXN000335,X5,1.66,1.78,436.56,8.88,1.067,0.7,0.079,peak,harare,10,0
TXN000336,B2,0.59,0.98,315.99,5.2,1.64,5.0,0.189,peak,mutare,14,1
TXN000337,L3,2.96,3.33,371.29,10.52,1.124,4.7,0.164,peak,chinhoyi,15,0
TXN000338,X2,2.52,3.01,111.77,6.27,1.194,0.3,0.178,peak,harare,14,0
TXN000339,A1,5.38,6.11,150.86,4.27,1.136,0.4,0.116,peak,chinhoyi,1,0
TXN000340,C1,1.25,1.96,20.0,3.32,1.568,6.7,0.131,peak,mutare,3,1
TXN000341,A1,4.99,5.79,491.72,7.32,1.159,5.5,0.257,peak,chinhoyi,6,0
TXN000342,L4,2.68,2.87,205.18,7.2,1.072,3.6,0.074,off_peak,chinhoyi,8,0
TXN000343,T1,2.82,3.43,1153.41,4.29,1.215,2.7,0.113,peak,mutare,19,0
TXN000344,H1,1.31,2.78,294.11,2.45,2.121,2.4,0.112,peak,gweru,12,1
TXN000345,L1,4.52,5.73,2140.46,6.78,1.267,0.9,0.2,off_peak,bulawayo,8,0
TXN000346,H1,1.8,2.32,2565.08,12.64,1.284,1.0,0.131,peak,chinhoyi,22,0
TXN000347,T2,2.71,3.33,1098.19,5.62,1.229,0.7,0.171,peak,harare,12,0
TXN000348,X5,1.71,1.99,350.81,8.05,1.169,9.0,0.076,peak,bulawayo,6,0
TXN000349,T1,2.67,3.43,472.42,15.97,1.284,12.9,0.186,off_peak,mutare,13,0
TXN000350,X2,2.97,3.43,1239.54,4.71,1.155,5.6,0.145,peak,gweru,14,0
TXN000351,T2,2.8,3.38,1226.1,10.5,1.208,3.1,0.138,peak,chinhoyi,12,0
TXN000352,T3,2.42,2.89,81.82,6.04,1.196,5.0,0.121,off_peak,gweru,16,0
TXN000353,H3,0.5,1.38,404.66,2.26,2.754,2.9,0.159,off_peak,bulawayo,13,1
TXN000354,B1,1.27,1.49,1190.52,5.92,1.179,0.5,0.15,off_peak,chinhoyi,12,0
TXN000355,B1,0.5,1.55,62.76,1.18,3.093,9.7,0.174,peak,bulawayo,10,1
TXN000356,H3,1.78,2.1,231.37,7.46,1.181,2.0,0.161,off_peak,mutare,16,0
TXN000357,T2,2.66,2.94,1046.74,11.29,1.105,0.6,0.131,peak,gweru,9,0
TXN000358,T3,1.77,1.86,50.0,8.25,1.052,2.5,0.075,peak,mutare,8,0
TXN000359,X3,2.18,2.73,751.03,5.44,1.248,2.8,0.094,peak,mutare,10,0
TXN000360,C2,0.84,2.42,20.0,2.48,2.877,0.2,0.147,peak,harare,9,1
TXN000361,X2,1.51,3.3,92.28,1.45,2.188,9.7,0.089,peak,harare,11,1
TXN000362,H3,1.29,1.2,1048.29,11.92,0.934,2.4,0.096,off_peak,harare,15,0
TXN000363,L2,2.09,8.0,130.24,1.5,3.83,2.7,0.138,peak,bulawayo,8,1
TXN000364,L3,3.98,4.29,1404.79,10.09,1.079,7.9,0.188,peak,chinhoyi,11,0
TXN000365,B2,0.5,0.91,23.64,7.73,1.816,1.9,0.175,peak,bulawayo,6,1
TXN000366,H3,1.81,1.7,230.7,8.27,0.937,3.1,0.047,off_peak,mutare,11,0
TXN000367,A1,2.68,4.85,121.64,2.14,1.811,11.6,0.063,peak,harare,5,1
TXN000368,H1,2.09,2.46,201.79,9.18,1.18,9.6,0.137,peak,chinhoyi,21,0
TXN000369,A3,4.29,5.37,921.13,12.15,1.249,1.1,0.158,peak,gweru,13,0
TXN000370,H3,1.45,1.83,384.6,7.33,1.261,8.4,0.133,off_peak,chinhoyi,10,0
TXN000371,C1,2.36,2.67,79.93,11.57,1.128,7.5,0.086,peak,mutare,8,0
TXN000372,H3,0.84,0.94,481.95,8.28,1.119,7.5,0.08,peak,chinhoyi,3,0
TXN000373,H2,1.89,1.98,132.03,11.08,1.047,2.4,0.107,off_peak,gweru,9,0
TXN000374,A3,4.31,5.84,98.78,5.87,1.357,9.6,0.187,peak,mutare,8,0
TXN000375,T3,2.17,2.36,217.35,5.28,1.085,8.2,0.103,off_peak,chinhoyi,8,0
TXN000376,L4,3.34,4.53,50.0,3.02,1.356,0.7,0.223,off_peak,gweru,11,0
TXN000377,B1,0.95,1.1,1172.41,7.8,1.149,15.9,0.14,peak,gweru,8,0
TXN000378,H2,1.43,1.44,71.02,8.47,1.011,6.9,0.096,off_peak,bulawayo,7,0
TXN000379,L5,2.87,2.92,1115.97,9.09,1.019,7.4,0.165,peak,bulawayo,8,0
TXN000380,X2,1.36,2.33,352.33,7.25,1.72,1.7,0.095,peak,gweru,3,1
TXN000381,A2,4.58,5.33,669.23,3.15,1.165,8.2,0.159,peak,mutare,20,0
TXN000382,C2,1.46,4.17,611.39,1.91,2.858,16.4,0.244,peak,chinhoyi,10,1
TXN000383,A3,4.25,5.24,732.34,5.7,1.233,6.1,0.209,peak,gweru,7,0
TXN000384,A1,5.36,7.45,344.34,5.85,1.39,7.7,0.193,off_peak,chinhoyi,13,0
TXN000385,B1,1.44,1.28,184.62,9.42,0.887,10.9,0.143,off_peak,bulawayo,11,0
TXN000386,L1,2.9,7.15,20.0,1.41,2.464,2.7,0.209,peak,chinhoyi,8,1
TXN000387,T2,2.47,2.4,434.31,7.97,0.972,3.8,0.144,peak,chinhoyi,11,0
TXN000388,X1,3.02,4.01,373.98,6.26,1.33,2.4,0.141,peak,harare,0,0
TXN000389,X1,3.18,4.18,845.11,12.38,1.315,0.8,0.087,off_peak,mutare,10,0
TXN000390,B2,1.24,1.21,57.96,8.9,0.98,7.4,0.129,off_peak,gweru,12,0
TXN000391,H2,1.79,2.32,382.22,4.73,1.293,8.8,0.132,peak,bulawayo,22,0
TXN000392,C2,2.23,2.63,943.31,0.69,1.175,4.2,0.139,peak,harare,11,0
TXN000393,T2,2.12,2.57,630.01,6.42,1.215,1.3,0.145,off_peak,harare,10,0
TXN000394,C1,2.64,2.66,54.32,11.18,1.008,5.7,0.13,peak,mutare,12,0
TXN000395,B2,1.05,1.31,382.79,8.41,1.241,9.4,0.116,peak,mutare,12,0
TXN000396,C1,2.3,2.45,56.19,2.01,1.068,4.0,0.076,peak,gweru,10,0
TXN000397,T1,3.14,3.92,889.57,10.81,1.247,1.4,0.239,peak,mutare,12,0
TXN000398,T2,2.74,3.38,410.44,8.54,1.233,12.8,0.214,off_peak,mutare,14,0
TXN000399,A2,4.73,5.46,369.07,10.85,1.154,3.1,0.111,peak,harare,13,0
TXN000400,A3,3.93,3.87,611.14,3.0,0.984,5.6,0.156,off_peak,gweru,10,0
TXN000401,A1,4.98,5.12,50.0,6.05,1.03,13.1,0.279,peak,bulawayo,11,0
TXN000402,H3,1.47,1.63,565.83,9.99,1.112,1.3,0.193,peak,harare,11,0
TXN000403,T3,1.33,3.83,54.05,1.82,2.873,1.8,0.129,peak,mutare,13,1
TXN000404,A3,4.83,5.8,1009.2,5.76,1.201,9.2,0.139,peak,harare,22,0
TXN000405,T3,2.25,2.53,203.66,2.56,1.122,0.1,0.151,peak,mutare,3,0
TXN000406,L5,2.76,3.18,150.16,4.22,1.149,5.9,0.133,peak,mutare,11,0
TXN000407,H1,2.48,2.76,405.76,8.02,1.111,8.0,0.16,off_peak,gweru,9,0
TXN000408,A3,3.89,4.23,215.59,6.88,1.086,7.0,0.135,peak,gweru,9,0
TXN000409,C2,2.08,2.18,50.0,4.92,1.05,11.3,0.154,off_peak,harare,14,0
TXN000410,A3,4.02,4.77,718.23,11.6,1.188,3.4,0.206,peak,bulawayo,11,0
TXN000411,C2,2.62,2.96,117.04,4.96,1.131,3.5,0.188,peak,chinhoyi,14,0
TXN000412,C1,2.49,2.84,155.09,2.77,1.142,3.8,0.167,off_peak,chinhoyi,13,0
TXN000413,T1,2.64,2.87,814.84,7.33,1.086,3.2,0.132,peak,mutare,9,0
TXN000414,T3,2.03,2.11,177.32,3.43,1.038,3.4,0.197,off_peak,chinhoyi,10,1
TXN000415,L1,4.48,10.15,49.89,2.75,2.267,1.6,0.182,peak,bulawayo,10,1
TXN000416,B2,0.87,1.05,1466.35,6.1,1.211,6.1,0.098,off_peak,chinhoyi,19,0
TXN000417,L3,1.89,4.89,549.06,2.93,2.583,6.0,0.183,peak,mutare,8,1
TXN000418,L2,4.4,5.56,871.26,8.28,1.264,10.4,0.136,peak,bulawayo,10,0
TXN000419,H2,1.94,2.14,129.89,11.25,1.104,0.5,0.188,off_peak,gweru,12,0
TXN000420,X1,3.21,3.74,649.65,6.45,1.168,2.5,0.153,off_peak,chinhoyi,16,0
TXN000421,L5,2.66,3.69,490.42,7.87,1.388,15.1,0.184,off_peak,harare,12,0
TXN000422,B2,0.78,0.95,701.5,5.33,1.222,3.9,0.12,peak,gweru,7,0
TXN000423,L2,4.41,5.16,1524.85,2.09,1.172,11.5,0.131,peak,harare,7,0
TXN000424,H2,0.5,0.81,75.44,1.34,1.614,8.0,0.105,peak,mutare,10,1
TXN000425,X3,2.55,2.71,164.4,2.55,1.067,4.2,0.177,off_peak,chinhoyi,5,0
TXN000426,X5,1.83,2.07,534.14,9.52,1.13,9.2,0.097,off_peak,gweru,11,0
TXN000427,C2,1.54,2.8,65.22,3.1,1.821,0.1,0.147,peak,gweru,8,1
TXN000428,L2,4.14,4.88,355.37,7.86,1.178,11.0,0.117,off_peak,gweru,8,0
TXN000429,A1,4.86,4.6,50.0,11.44,0.947,6.4,0.138,peak,mutare,7,0
TXN000430,L4,1.52,2.4,400.8,5.14,1.584,0.4,0.242,off_peak,chinhoyi,14,1
TXN000431,A1,5.06,6.37,70.67,2.13,1.26,17.0,0.089,peak,chinhoyi,10,1
TXN000432,A2,4.71,5.92,662.51,12.17,1.256,0.4,0.217,peak,bulawayo,9,0
TXN000433,B1,1.45,1.59,50.0,1.65,1.096,9.3,0.168,off_peak,chinhoyi,18,0
TXN000434,L5,2.95,4.0,2295.77,6.92,1.357,7.4,0.132,off_peak,chinhoyi,20,0
TXN000435,X4,0.57,0.92,258.64,4.29,1.616,5.9,0.016,off_peak,mutare,11,1
TXN000436,L1,4.62,4.78,154.38,13.93,1.035,4.0,0.215,off_peak,gweru,7,0
TXN000437,T1,3.13,3.22,1045.71,6.89,1.028,4.6,0.202,off_peak,harare,7,0
TXN000438,L4,3.01,3.97,307.18,3.76,1.32,1.9,0.106,peak,chinhoyi,7,0
TXN000439,X1,2.19,3.21,447.15,3.64,1.466,1.4,0.178,off_peak,gweru,8,1
TXN000440,X4,1.72,2.03,260.64,5.22,1.177,3.9,0.176,peak,harare,12,0
TXN000441,X1,2.97,3.53,92.06,13.73,1.189,13.4,0.105,peak,chinhoyi,6,0
TXN000442,X4,2.44,2.46,147.51,6.32,1.007,2.7,0.066,peak,harare,14,0
TXN000443,A1,5.26,6.07,797.36,3.26,1.153,0.4,0.184,off_peak,harare,4,0
TXN000444,L3,3.25,2.96,118.04,2.84,0.911,8.6,0.21,off_peak,bulawayo,7,0
TXN000445,C1,2.41,3.52,188.59,9.39,1.466,9.7,0.182,off_peak,gweru,17,0
TXN000446,X3,2.09,2.16,1559.08,1.68,1.033,3.2,0.19,peak,bulawayo,9,0
TXN000447,X4,1.34,1.67,118.51,8.7,1.252,4.3,0.166,off_peak,harare,14,0
TXN000448,C2,2.12,2.44,626.38,5.09,1.149,0.2,0.215,peak,mutare,11,0
TXN000449,A3,3.83,8.12,146.2,0.51,2.118,23.2,0.104,peak,chinhoyi,6,1
TXN000450,L2,4.63,5.71,50.0,7.08,1.233,2.5,0.182,off_peak,harare,16,0
TXN000451,A3,4.04,5.09,1332.81,3.58,1.261,4.5,0.119,off_peak,harare,20,0
TXN000452,L3,3.89,3.81,146.92,6.23,0.98,8.2,0.192,off_peak,harare,12,0
TXN000453,A1,5.29,5.18,233.56,5.43,0.981,0.1,0.198,peak,harare,14,0
TXN000454,T3,1.7,1.93,636.03,12.09,1.132,12.8,0.16,off_peak,gweru,4,0
TXN000455,B1,1.06,1.38,350.86,12.83,1.298,5.7,0.123,off_peak,chinhoyi,10,0
TXN000456,T3,1.57,1.57,57.32,9.74,0.998,5.2,0.183,off_peak,chinhoyi,14,0
TXN000457,B2,0.79,0.88,556.43,5.3,1.123,5.1,0.125,peak,mutare,10,0
TXN000458,L2,4.53,5.46,818.71,6.79,1.206,2.0,0.186,peak,gweru,6,0
TXN000459,A2,4.65,5.93,50.0,4.16,1.276,23.7,0.151,peak,bulawayo,5,0
TXN000460,H1,2.22,2.76,139.7,4.29,1.244,0.9,0.115,off_peak,harare,11,0
TXN000461,H1,2.2,4.28,215.14,1.3,1.945,3.2,0.172,peak,harare,11,1
TXN000462,L2,4.02,4.83,152.0,7.52,1.203,14.7,0.124,off_peak,mutare,14,0
TXN000463,L4,3.44,3.47,151.39,4.65,1.009,0.7,0.15,off_peak,bulawayo,18,0
TXN000464,X5,1.41,1.51,54.48,4.71,1.074,18.4,0.185,off_peak,harare,16,0
TXN000465,A3,3.89,4.54,214.92,3.55,1.168,1.1,0.214,peak,gweru,15,0
TXN000466,C2,1.98,2.48,320.52,6.03,1.249,8.5,0.181,off_peak,mutare,12,0
TXN000467,X1,2.96,3.33,50.0,9.13,1.125,0.2,0.15,peak,gweru,10,0
TXN000468,H2,1.36,1.81,2037.98,2.67,1.334,0.4,0.149,peak,mutare,15,0
TXN000469,C1,2.04,2.64,759.83,6.66,1.292,8.2,0.138,peak,harare,9,0
TXN000470,X1,2.64,2.69,296.61,9.14,1.017,7.1,0.167,peak,mutare,9,0
TXN000471,A2,2.49,6.67,179.02,0.1,2.674,4.2,0.16,peak,gweru,3,1
TXN000472,L2,3.92,4.36,862.64,5.55,1.112,0.4,0.094,peak,chinhoyi,11,0
TXN000473,L1,4.42,5.21,1453.8,3.8,1.18,2.7,0.098,peak,gweru,11,0
TXN000474,A3,4.38,4.9,527.45,10.74,1.12,2.4,0.219,peak,harare,11,0
TXN000475,L4,3.52,3.83,478.23,5.22,1.09,0.7,0.074,peak,bulawayo,14,0
TXN000476,A2,4.98,5.95,136.77,8.34,1.195,9.4,0.1,off_peak,harare,15,0
TXN000477,L4,2.05,3.54,157.79,2.17,1.727,15.8,0.134,off_peak,bulawayo,16,1
TXN000478,L3,3.51,4.37,50.0,3.38,1.246,0.8,0.062,off_peak,chinhoyi,14,0
TXN000479,B2,1.3,1.6,667.14,8.39,1.228,24.3,0.09,peak,bulawayo,16,0
TXN000480,X3,1.58,1.66,219.34,6.68,1.049,3.9,0.102,peak,mutare,9,0
TXN000481,X3,1.95,2.28,627.64,4.42,1.173,1.0,0.227,peak,mutare,10,0
TXN000482,A1,5.46,5.8,618.77,7.01,1.064,7.9,0.113,peak,mutare,12,0
TXN000483,B1,0.86,1.02,249.27,7.72,1.183,15.0,0.144,off_peak,harare,12,0
TXN000484,C2,1.28,1.93,62.59,6.19,1.506,3.9,0.09,peak,mutare,12,1
TXN000485,B1,1.18,1.31,573.13,0.52,1.112,6.5,0.095,peak,mutare,15,0
TXN000486,L2,4.37,4.79,50.29,4.44,1.097,2.7,0.047,off_peak,chinhoyi,12,0
TXN000487,X3,2.56,3.08,907.6,3.33,1.206,5.5,0.148,off_peak,bulawayo,8,0
TXN000488,L3,1.72,3.49,20.55,1.34,2.028,17.9,0.236,off_peak,mutare,17,1
TXN000489,H2,0.53,1.54,20.0,2.78,2.905,12.3,0.134,off_peak,chinhoyi,3,1
TXN000490,T2,1.67,2.85,30.82,1.86,1.709,6.7,0.195,off_peak,chinhoyi,13,1
TXN000491,L3,4.01,4.44,224.02,10.08,1.107,1.4,0.143,off_peak,gweru,8,0
TXN000492,X4,2.27,2.48,50.0,6.06,1.093,2.9,0.129,peak,harare,14,0
TXN000493,T2,2.66,2.88,565.62,1.38,1.084,0.1,0.16,off_peak,harare,9,0
TXN000494,L2,4.1,3.81,50.0,10.26,0.93,13.9,0.124,peak,gweru,5,0
TXN000495,A2,5.42,5.92,1575.23,6.25,1.094,0.1,0.164,off_peak,mutare,10,0
TXN000496,X3,1.74,1.88,1231.18,8.75,1.081,1.5,0.196,peak,mutare,9,0
TXN000497,B1,0.83,0.91,320.97,6.78,1.106,2.6,0.163,peak,gweru,11,0
TXN000498,A1,5.84,7.33,205.48,8.98,1.255,1.7,0.164,off_peak,mutare,21,0
TXN000499,X1,2.77,3.33,511.43,1.72,1.204,0.9,0.109,peak,chinhoyi,10,0
TXN000500,X3,2.55,2.6,359.81,3.11,1.017,0.7,0.193,off_peak,bulawayo,13,0
TXN000501,L2,3.66,3.89,69.16,12.39,1.06,4.7,0.162,peak,mutare,15,0
TXN000502,A2,5.2,5.77,2134.86,10.94,1.11,1.1,0.107,peak,gweru,17,0
TXN000503,A3,4.2,4.91,225.73,1.69,1.169,8.4,0.142,off_peak,harare,15,0
TXN000504,A2,4.71,4.98,595.78,4.05,1.057,0.9,0.16,peak,gweru,13,0
TXN000505,T2,2.55,3.44,81.32,12.44,1.352,9.9,0.142,peak,bulawayo,8,0
TXN000506,B1,1.14,1.4,75.34,7.17,1.231,3.3,0.136,peak,harare,8,0
TXN000507,A1,4.71,5.09,733.33,5.44,1.079,1.5,0.233,off_peak,chinhoyi,8,0
TXN000508,L2,3.68,4.56,205.61,4.08,1.24,8.2,0.108,off_peak,chinhoyi,18,0
TXN000509,L3,3.3,3.99,50.0,6.04,1.207,5.2,0.221,peak,mutare,9,0
TXN000510,H3,1.01,1.17,748.18,5.93,1.16,2.5,0.249,off_peak,bulawayo,12,0
TXN000511,H3,1.28,1.73,524.62,4.41,1.35,1.6,0.097,peak,mutare,8,0
TXN000512,T2,1.13,2.68,90.65,1.73,2.372,6.4,0.139,off_peak,chinhoyi,14,1
TXN000513,C1,2.9,3.94,1068.54,9.01,1.357,0.6,0.068,off_peak,chinhoyi,7,0
TXN000514,T1,1.71,3.35,175.91,6.94,1.957,3.9,0.206,off_peak,harare,8,1
TXN000515,T3,1.57,1.88,136.82,4.98,1.2,1.0,0.1,off_peak,mutare,9,0
TXN000516,A1,5.17,5.51,73.64,8.61,1.065,5.1,0.164,off_peak,harare,9,0
TXN000517,H3,1.23,1.71,477.36,7.16,1.388,1.1,0.101,off_peak,gweru,10,0
TXN000518,L1,4.71,5.9,50.0,5.51,1.253,5.2,0.224,off_peak,mutare,11,0
TXN000519,H1,2.06,2.42,76.74,3.91,1.172,16.5,0.153,off_peak,chinhoyi,7,0
TXN000520,X2,1.17,3.88,86.74,2.26,3.32,1.8,0.025,peak,mutare,7,1
TXN000521,A2,4.73,5.39,1499.53,6.83,1.14,17.5,0.126,off_peak,chinhoyi,10,0
TXN000522,C2,1.95,2.35,979.02,5.35,1.205,3.7,0.123,off_peak,bulawayo,13,0
TXN000523,H3,1.41,1.53,405.72,6.85,1.08,11.7,0.139,off_peak,harare,3,0
TXN000524,L4,3.07,3.28,314.65,6.89,1.069,3.7,0.124,peak,gweru,8,0
TXN000525,L2,4.03,3.68,1211.03,2.87,0.913,1.9,0.069,off_peak,chinhoyi,15,0
TXN000526,A3,4.23,4.87,108.35,11.0,1.15,1.7,0.137,off_peak,bulawayo,3,0
TXN000527,B1,1.08,1.27,270.33,6.43,1.171,5.1,0.158,peak,mutare,10,0
TXN000528,X5,1.56,1.82,435.58,11.12,1.169,3.0,0.125,off_peak,gweru,12,0
TXN000529,H1,2.07,2.49,98.08,8.15,1.2,6.5,0.158,off_peak,bulawayo,8,0
TXN000530,T2,2.39,2.05,1256.26,7.03,0.86,1.0,0.146,off_peak,gweru,16,0
TXN000531,A1,5.68,6.96,670.17,9.87,1.226,3.7,0.074,peak,gweru,9,0
TXN000532,L2,4.07,4.7,586.37,9.26,1.155,8.3,0.159,off_peak,harare,13,0
TXN000533,C2,1.85,2.07,191.04,6.16,1.12,5.7,0.125,off_peak,harare,7,0
TXN000534,X2,2.77,3.25,50.0,6.56,1.173,1.8,0.248,off_peak,chinhoyi,16,0
TXN000535,H3,2.4,2.71,2730.65,4.29,1.129,3.4,0.217,off_peak,chinhoyi,4,0
TXN000536,X2,2.78,3.12,111.64,11.04,1.124,1.1,0.167,off_peak,bulawayo,7,0
TXN000537,L5,3.22,3.5,87.36,2.83,1.086,5.4,0.128,peak,gweru,12,0
TXN000538,X3,2.5,2.8,390.93,7.91,1.119,11.0,0.238,peak,gweru,10,0
TXN000539,A3,4.67,5.89,1285.37,13.65,1.262,6.0,0.25,peak,chinhoyi,20,0
TXN000540,H1,1.68,1.84,377.78,9.57,1.093,1.2,0.102,peak,gweru,6,0
TXN000541,L2,2.35,3.09,855.96,3.79,1.315,3.0,0.139,off_peak,mutare,21,1
TXN000542,X3,2.29,2.5,325.76,6.38,1.094,1.4,0.208,peak,gweru,10,0
TXN000543,T3,1.59,1.7,141.82,6.95,1.071,2.2,0.139,off_peak,harare,9,0
TXN000544,X5,1.17,1.42,69.05,9.35,1.211,3.1,0.142,off_peak,mutare,11,0
TXN000545,L2,3.89,4.89,30.52,0.67,1.257,8.5,0.136,off_peak,harare,10,1
TXN000546,B1,0.5,0.88,195.6,1.5,1.758,10.8,0.098,off_peak,gweru,10,1
TXN000547,H2,1.66,1.96,1206.26,7.05,1.181,7.6,0.156,off_peak,bulawayo,12,0
TXN000548,H1,1.72,1.74,170.99,11.96,1.012,1.9,0.225,peak,gweru,9,0
TXN000549,L3,3.74,4.88,136.08,6.45,1.304,2.7,0.193,off_peak,bulawayo,22,0
TXN000550,A1,4.94,4.85,174.8,10.21,0.983,0.6,0.082,off_peak,harare,16,0
TXN000551,X4,1.74,2.13,82.32,10.09,1.224,0.5,0.176,off_peak,mutare,10,0
TXN000552,C2,2.09,2.18,158.0,8.98,1.042,2.3,0.102,off_peak,harare,7,0
TXN000553,T1,1.74,2.18,229.25,6.66,1.251,7.1,0.11,off_peak,mutare,10,1
TXN000554,L3,3.52,4.14,327.36,4.86,1.178,16.1,0.216,off_peak,gweru,12,0
