grower_id,location,gender,loan_amount,hectarage,yields,merchant_contractor,side_marketer_effect,yield_per_ha,loan_per_ha,grade_normally_produced,mass_usually_produced_kg,default_level,default_prob
G00195,Mashonaland Central,F,6200.58,3.26,2370.32,Onhardt Tobacco (Pvt) Ltd,1.0,726.4,1900.3,L4,2520.2,1,0.652223
G00196,Matabeleland South,F,317.29,5.01,2271.12,Curverid Tobacco (Pvt) Ltd,1.0,453.6,63.4,H3,2419.7,1,0.99
G00197,Masvingo,F,3486.55,3.43,536.91,Universal Leaf / ZLT,0.5,156.6,1017.0,T3,559.6,1,0.99
G00198,Mashonaland Central,M,871.23,3.25,3613.05,Universal Leaf / ZLT,0.0,1111.9,268.1,C2,3220.1,0,0.251835
G00199,Matabeleland South,F,1962.82,1.92,1869.55,Mashonaland Tobacco Company (MTC),1.0,972.7,1021.3,T2,1969.4,1,0.720748
G00200,Matabeleland South,M,2997.81,4.44,877.83,Cut Rag Processors,0.5,197.5,674.5,H1,799.9,1,0.988887
G00201,Masvingo,F,1859.17,8.17,7377.0,Premium Leaf Zimbabwe,0.7,902.9,227.5,H1,6511.6,0,0.501858
G00202,Mashonaland West,M,531.51,5.39,7716.42,Intercontinental Leaf Tobacco,0.0,1432.0,98.6,X1,8981.2,0,0.276936
G00203,Matabeleland South,F,1447.82,8.89,9042.88,Mashonaland Tobacco Company (MTC),0.3,1016.8,162.8,A2,7344.0,0,0.224052
G00204,Manicaland,M,1058.68,2.46,2137.64,Curverid Tobacco (Pvt) Ltd,0.0,868.3,430.0,T2,2439.2,0,0.025813
G00205,Matabeleland South,M,1076.5,4.37,5831.29,Shasha Tobacco (Pvt) Ltd,0.1,1335.1,246.5,L5,6393.7,0,0.245843
G00206,Matabeleland South,F,3269.55,3.39,3041.37,Northern Tobacco (Pvt) Ltd,0.2,896.0,963.2,A1,3102.3,1,0.497723
G00207,Mashonaland West,M,4176.23,2.75,2852.55,Mashonaland Tobacco Company (MTC),0.3,1038.3,1520.1,H2,2876.8,0,0.489652
G00208,Matabeleland South,M,3239.18,9.39,5900.18,Onhardt Tobacco (Pvt) Ltd,0.1,628.2,344.9,L4,4864.8,1,0.44731
G00209,Matabeleland South,F,19506.32,4.58,4678.52,Cut Rag Processors,0.1,1021.6,4259.2,X1,5448.9,1,0.53356
G00210,Matabeleland South,M,937.12,8.69,11461.01,Tobacco Sales Company (TSC),0.7,1318.8,107.8,L3,13204.5,0,0.391281
G00211,Masvingo,F,6971.28,4.9,5687.11,Premium Leaf Zimbabwe,0.0,1160.2,1422.2,C1,4940.9,1,0.423899
G00212,Manicaland,M,2059.1,1.11,262.59,Tobacco Sales Company (TSC),0.1,236.7,1855.7,H2,292.8,1,0.782709
G00213,Masvingo,M,8712.67,3.2,474.94,Universal Leaf / ZLT,0.2,148.5,2723.6,X5,517.3,1,0.744705
G00214,Manicaland,M,5502.88,6.21,6419.84,Tobacco Sales Company (TSC),0.3,1033.7,886.1,H1,6566.3,1,0.330197
G00215,Manicaland,M,21804.38,5.13,4057.96,Intercontinental Leaf Tobacco,0.5,791.1,4251.0,T1,3276.9,1,0.810585
G00216,Matabeleland South,M,5462.97,4.54,5151.3,Onhardt Tobacco (Pvt) Ltd,0.1,1135.4,1204.1,T2,5148.6,0,0.698946
G00217,Mashonaland West,F,537.26,1.29,1116.18,Tobacco Sales Company (TSC),0.2,868.0,417.8,A1,1187.6,0,0.01
G00218,Manicaland,M,715.81,2.39,2041.04,Intercontinental Leaf Tobacco,0.5,855.2,299.9,H2,2365.4,0,0.23325
G00219,Mashonaland Central,F,8858.08,2.99,1224.86,Aqua Tobacco (Pvt) Ltd,0.1,410.1,2965.5,X3,1169.9,1,0.749347
G00220,Masvingo,F,900.36,0.98,1270.16,Onhardt Tobacco (Pvt) Ltd,1.0,1300.6,921.9,X4,1438.3,1,0.614124
G00221,Mashonaland Central,M,608.61,2.53,2418.94,Premium Leaf International,0.2,956.2,240.6,X3,2459.7,0,0.234506
G00222,Matabeleland South,F,552.72,1.65,814.1,Zimbabwe Leaf Tobacco (ZLT),1.0,493.0,334.7,X3,724.6,1,0.918018
G00223,Masvingo,F,362.54,5.18,6404.52,Curverid Tobacco (Pvt) Ltd,0.1,1236.2,70.0,A3,6067.9,0,0.340716
G00224,Matabeleland South,F,1240.18,4.9,2628.48,Zimbabwe Leaf Tobacco (ZLT),0.5,536.8,253.3,H3,2902.3,1,0.519113
G00225,Mashonaland Central,F,1559.96,1.04,1041.17,Universal Leaf / ZLT,0.1,1004.9,1505.6,B2,855.6,1,0.365451
G00226,Mashonaland Central,M,1760.87,1.74,2684.56,Tian Ze Tobacco,0.5,1543.5,1012.4,L1,2232.6,0,0.463206
G00227,Mashonaland Central,M,1328.69,8.21,10513.02,Intercontinental Leaf Tobacco,1.0,1280.2,161.8,X4,11643.9,0,0.334598
G00228,Mashonaland West,F,20613.69,5.53,5889.46,Intercontinental Leaf Tobacco,0.0,1064.2,3724.9,L1,5171.2,0,0.518759
G00229,Mashonaland West,M,3019.82,3.79,1697.18,Universal Leaf / ZLT,0.2,447.9,797.0,T2,1952.0,1,0.602815
G00230,Mashonaland West,M,1374.98,3.01,1566.03,Curverid Tobacco (Pvt) Ltd,0.3,519.5,456.1,X4,1837.2,0,0.235108
G00231,Manicaland,M,612.44,4.51,951.27,Intercontinental Leaf Tobacco,0.0,210.7,135.7,X4,1129.9,0,0.61967
G00232,Manicaland,F,23526.96,0.83,181.17,Zimbabwe Leaf Tobacco (ZLT),0.0,219.4,28493.1,X4,211.0,0,0.803538
G00233,Matabeleland South,M,321.22,1.43,1650.11,Northern Tobacco (Pvt) Ltd,0.0,1155.1,224.9,H3,1697.8,0,0.439897
G00234,Mashonaland Central,M,1746.56,3.76,3134.55,Cut Rag Processors,0.3,833.8,464.6,A3,2962.3,0,0.01
G00235,Mashonaland West,M,1388.56,3.97,3157.93,Tobacco Sales Company (TSC),0.3,794.8,349.5,A2,3194.5,0,0.1402
G00236,Mashonaland West,F,631.2,1.87,1675.56,Tian Ze Tobacco,0.1,893.9,336.8,A2,1364.1,0,0.114469
G00237,Mashonaland Central,F,5383.86,2.92,1480.78,Shasha Tobacco (Pvt) Ltd,0.3,507.5,1845.1,T1,1480.6,0,0.491757
G00238,Mashonaland Central,M,3677.12,0.12,122.3,Onhardt Tobacco (Pvt) Ltd,0.0,986.8,29669.6,T1,105.5,0,0.335254
G00239,Matabeleland South,M,519.53,1.87,639.79,Zimbabwe Leaf Tobacco (ZLT),0.3,341.7,277.5,C2,743.4,1,0.789137
G00240,Mashonaland Central,M,1075.46,1.94,1849.26,Shasha Tobacco (Pvt) Ltd,1.0,951.9,553.6,C2,1800.3,1,0.279787
G00241,Masvingo,M,643.19,3.92,1748.21,Universal Leaf / ZLT,0.3,446.3,164.2,H1,1610.7,1,0.621448
G00242,Mashonaland Central,M,970.55,2.46,1696.92,Curverid Tobacco (Pvt) Ltd,0.0,689.6,394.4,L2,1675.9,0,0.296046
G00243,Masvingo,F,1163.32,1.92,885.12,Premium Leaf Zimbabwe,0.0,461.5,606.5,L4,1003.2,0,0.780608
G00244,Manicaland,M,569.75,7.48,3383.74,Premium Leaf Zimbabwe,0.0,452.2,76.1,H1,3351.9,0,0.462723
G00245,Matabeleland South,F,11788.44,1.76,1445.38,Premium Leaf International,0.5,822.3,6706.6,T3,1437.9,1,0.802097
G00246,Masvingo,F,1996.13,1.98,1105.92,Intercontinental Leaf Tobacco,0.7,558.0,1007.1,H2,967.5,1,0.914227
G00247,Matabeleland South,M,459.66,11.31,8762.0,Cut Rag Processors,0.1,774.4,40.6,B1,7267.7,1,0.609596
G00248,Manicaland,F,1585.01,7.27,9239.75,Premium Leaf International,0.1,1271.1,218.1,X3,8529.4,0,0.215484
G00249,Mashonaland Central,M,629.51,7.1,7271.7,Shasha Tobacco (Pvt) Ltd,0.0,1024.6,88.7,L4,6119.1,0,0.01
G00250,Mashonaland Central,M,1739.13,3.42,2593.76,Premium Leaf Zimbabwe,0.5,757.7,508.0,T3,2798.4,0,0.514525
G00251,Masvingo,F,939.64,5.35,4803.95,Premium Leaf International,0.2,897.3,175.5,X3,5104.1,0,0.210765
G00252,Mashonaland Central,M,270.8,2.15,1054.9,Premium Leaf Zimbabwe,0.0,489.6,125.7,L4,1025.2,0,0.505182
G00253,Matabeleland South,F,941.11,3.05,723.43,Universal Leaf / ZLT,0.3,237.4,308.9,A2,851.6,1,0.625423
G00254,Mashonaland Central,M,4125.24,2.11,1384.49,Shasha Tobacco (Pvt) Ltd,0.1,655.5,1953.1,L2,1205.6,0,0.662592
G00255,Matabeleland South,F,11244.11,1.33,576.62,Curverid Tobacco (Pvt) Ltd,0.1,434.1,8465.6,T3,571.6,0,0.780147
G00256,Manicaland,F,7096.93,5.31,3044.97,Tobacco Sales Company (TSC),0.3,573.8,1337.4,H2,3300.5,1,0.79245
G00257,Mashonaland West,F,1424.57,5.61,1638.72,Mashonaland Tobacco Company (MTC),0.2,292.3,254.1,T1,1617.3,0,0.471838
G00258,Mashonaland West,F,19088.44,5.38,2173.22,Cut Rag Processors,0.3,403.7,3546.1,L2,2295.8,1,0.693293
G00259,Matabeleland South,F,25903.18,1.4,1964.29,Intercontinental Leaf Tobacco,0.5,1406.7,18550.3,B1,2349.6,1,0.698534
G00260,Matabeleland South,M,5847.59,2.57,1912.28,Premium Leaf Zimbabwe,0.1,744.1,2275.4,C1,2179.5,1,0.773729
G00261,Mashonaland West,M,1015.05,3.04,4037.93,Zimbabwe Leaf Tobacco (ZLT),0.7,1330.0,334.3,B1,4329.4,0,0.257493
G00262,Mashonaland Central,M,1482.57,2.41,4697.67,Northern Tobacco (Pvt) Ltd,0.7,1953.1,616.4,X4,4186.3,1,0.417493
G00263,Masvingo,F,3585.63,2.43,1863.16,Tobacco Sales Company (TSC),0.3,765.5,1473.1,T3,1935.1,1,0.577698
G00264,Matabeleland South,F,2789.26,9.04,8235.57,Shasha Tobacco (Pvt) Ltd,0.7,911.0,308.5,T3,9187.2,1,0.504846
G00265,Matabeleland South,M,1981.9,1.32,1384.54,Premium Leaf International,0.7,1045.0,1495.9,T2,1428.1,1,0.822643
G00266,Masvingo,M,2576.91,0.44,300.94,Curverid Tobacco (Pvt) Ltd,0.2,689.9,5907.6,H1,267.0,1,0.749342
G00267,Manicaland,F,3002.27,3.05,1792.83,Aqua Tobacco (Pvt) Ltd,0.2,588.3,985.1,C1,1793.7,1,0.456716
G00268,Mashonaland West,F,314.67,6.88,10325.48,Onhardt Tobacco (Pvt) Ltd,0.7,1500.3,45.7,T1,10620.1,1,0.479392
G00269,Manicaland,M,3629.66,2.41,2303.18,Zimbabwe Leaf Tobacco (ZLT),1.0,954.7,1504.6,L4,1870.9,1,0.554923
G00270,Mashonaland Central,F,3735.64,0.77,547.5,Shasha Tobacco (Pvt) Ltd,0.7,710.1,4844.8,H3,618.0,0,0.682985
G00271,Mashonaland Central,F,7646.31,4.13,3319.64,Universal Leaf / ZLT,0.1,803.1,1849.8,B2,3387.2,0,0.452452
G00272,Matabeleland South,M,8485.82,3.13,1145.91,Tobacco Sales Company (TSC),0.0,366.2,2711.8,B2,1038.0,1,0.99
G00273,Matabeleland South,F,2359.2,3.67,2565.89,Premium Leaf International,0.2,699.7,643.3,L3,2771.2,1,0.670195
G00274,Mashonaland West,M,6708.26,0.54,893.91,Tobacco Sales Company (TSC),0.5,1648.6,12371.9,X1,960.1,1,0.601655
G00275,Manicaland,M,6389.04,5.36,4135.08,Northern Tobacco (Pvt) Ltd,0.7,771.3,1191.8,L2,4116.8,1,0.749242
G00276,Mashonaland West,M,731.67,4.92,3535.53,Premium Leaf International,0.2,718.4,148.7,X3,3182.4,0,0.440768
G00277,Masvingo,M,837.94,1.68,828.57,Onhardt Tobacco (Pvt) Ltd,0.2,493.4,498.9,L3,938.7,0,0.549876
G00278,Mashonaland West,M,537.4,9.26,4463.77,Zimbabwe Leaf Tobacco (ZLT),1.0,482.3,58.1,X1,4625.8,1,0.780759
G00279,Matabeleland South,M,606.85,3.97,5196.52,Curverid Tobacco (Pvt) Ltd,0.5,1309.6,152.9,L1,5904.2,1,0.466093
G00280,Mashonaland Central,F,4884.55,5.18,5888.43,Aqua Tobacco (Pvt) Ltd,1.0,1136.8,943.0,B1,5057.7,1,0.349747
G00281,Matabeleland South,F,2881.58,3.18,3675.28,Intercontinental Leaf Tobacco,0.7,1155.8,906.2,X2,4108.9,1,0.65203
G00282,Matabeleland South,M,3327.56,1.89,2376.6,Tian Ze Tobacco,0.2,1254.1,1756.0,H2,2837.2,0,0.483764
G00283,Manicaland,M,2305.02,4.85,2365.04,Onhardt Tobacco (Pvt) Ltd,1.0,487.9,475.5,L2,1997.0,0,0.774256
G00284,Masvingo,F,5291.54,3.09,2715.14,Mashonaland Tobacco Company (MTC),0.5,877.9,1710.9,T2,2938.6,1,0.602706
G00285,Masvingo,F,270.69,0.44,397.3,Intercontinental Leaf Tobacco,1.0,896.4,610.7,H3,403.5,1,0.647775
G00286,Matabeleland South,F,13845.4,2.49,1403.15,Intercontinental Leaf Tobacco,0.0,562.5,5550.1,X5,1324.0,0,0.609885
G00287,Mashonaland West,F,356.29,4.17,2403.09,Cut Rag Processors,0.1,575.8,85.4,H2,2822.0,0,0.318018
G00288,Matabeleland South,F,3110.56,0.3,200.25,Northern Tobacco (Pvt) Ltd,0.2,667.3,10365.7,C1,206.7,1,0.601525
G00289,Manicaland,F,990.29,3.8,3884.8,Curverid Tobacco (Pvt) Ltd,1.0,1021.3,260.3,C1,3257.1,0,0.376679
G00290,Mashonaland West,F,2066.84,2.37,2059.16,Premium Leaf Zimbabwe,1.0,867.7,870.9,X1,1802.6,0,0.363939
G00291,Mashonaland Central,M,29282.25,3.69,1586.43,Tobacco Sales Company (TSC),0.7,429.7,7931.3,H1,1487.8,1,0.99
G00292,Matabeleland South,F,346.88,2.17,1759.35,Premium Leaf Zimbabwe,0.0,809.5,159.6,A1,1496.1,0,0.219048
G00293,Manicaland,F,3258.89,3.24,1982.82,Premium Leaf Zimbabwe,0.5,612.6,1006.8,L2,2214.5,1,0.604471
G00294,Matabeleland South,M,1017.92,1.45,1102.45,Premium Leaf International,1.0,760.0,701.8,A2,1019.0,1,0.987052
G00295,Manicaland,F,4817.56,0.31,111.4,Universal Leaf / ZLT,0.0,362.7,15687.6,B1,99.7,1,0.743297
G00296,Mashonaland Central,M,267.08,2.74,718.29,Onhardt Tobacco (Pvt) Ltd,0.3,262.2,97.5,X4,784.7,1,0.595392
G00297,Masvingo,F,3557.41,3.07,1033.66,Tian Ze Tobacco,0.2,336.7,1158.7,T2,1081.0,1,0.813213
G00298,Mashonaland Central,F,1475.01,2.57,3100.97,Premium Leaf International,1.0,1206.5,573.9,B2,3016.5,0,0.689576
G00299,Matabeleland South,F,9150.85,2.77,1844.19,Northern Tobacco (Pvt) Ltd,0.3,664.6,3298.0,C2,1640.7,0,0.787694
G00300,Mashonaland West,M,4116.11,1.68,1021.01,Northern Tobacco (Pvt) Ltd,0.7,609.5,2457.4,H2,848.3,1,0.92157
G00301,Mashonaland West,F,830.67,6.33,2352.72,Shasha Tobacco (Pvt) Ltd,0.0,371.7,131.2,X5,2126.3,0,0.432289
G00302,Masvingo,F,9802.45,8.49,7362.81,Northern Tobacco (Pvt) Ltd,0.7,867.0,1154.3,X5,6314.6,1,0.622347
G00303,Manicaland,F,1102.03,4.06,3867.63,Tian Ze Tobacco,0.5,953.2,271.6,X1,4183.6,0,0.186667
G00304,Mashonaland Central,M,1889.24,2.84,2151.21,Curverid Tobacco (Pvt) Ltd,0.1,758.6,666.2,A3,2447.0,1,0.310336
G00305,Mashonaland West,M,543.7,1.81,1187.67,Aqua Tobacco (Pvt) Ltd,0.3,656.6,300.6,T2,1184.2,0,0.32257
G00306,Mashonaland West,M,2629.87,1.69,2000.89,Northern Tobacco (Pvt) Ltd,0.5,1182.1,1553.7,X1,2065.3,1,0.665453
G00307,Manicaland,F,1790.95,2.9,2430.25,Universal Leaf / ZLT,0.0,838.5,617.9,X2,1970.5,0,0.081598
G00308,Mashonaland West,M,2357.39,1.13,1146.8,Tian Ze Tobacco,0.7,1015.0,2086.5,B1,1152.7,1,0.828781
G00309,Manicaland,M,640.41,2.33,793.35,Northern Tobacco (Pvt) Ltd,0.7,341.1,275.4,L2,933.7,1,0.762134
G00310,Mashonaland West,M,1075.28,3.89,5620.64,Onhardt Tobacco (Pvt) Ltd,0.1,1443.4,276.1,C2,5782.9,0,0.01
G00311,Mashonaland Central,M,3582.02,11.58,14276.5,Shasha Tobacco (Pvt) Ltd,0.0,1232.4,309.2,H3,16881.6,1,0.133543
G00312,Matabeleland South,F,2675.31,3.61,1092.52,Premium Leaf International,0.0,302.5,740.8,X3,1081.1,1,0.753982
G00313,Mashonaland Central,M,2599.44,2.23,2080.88,Universal Leaf / ZLT,1.0,933.3,1165.8,B1,1697.5,1,0.777444
G00314,Masvingo,F,3807.68,4.11,823.0,Universal Leaf / ZLT,1.0,200.2,926.3,A1,700.4,1,0.99
G00315,Masvingo,M,5167.67,0.95,467.92,Mashonaland Tobacco Company (MTC),0.1,494.7,5463.8,H2,477.3,1,0.99
G00316,Mashonaland Central,M,636.32,2.0,1657.6,Universal Leaf / ZLT,0.7,827.6,317.7,T1,1866.8,0,0.452552
G00317,Masvingo,M,2292.3,2.12,2177.62,Universal Leaf / ZLT,1.0,1026.4,1080.5,T3,2192.1,1,0.585848
G00318,Mashonaland West,F,3797.97,2.61,785.33,Aqua Tobacco (Pvt) Ltd,0.5,300.6,1453.9,H1,788.1,1,0.926366
G00319,Matabeleland South,M,359.03,2.04,1665.13,Tian Ze Tobacco,0.0,817.3,176.2,A3,1472.7,0,0.227347
G00320,Manicaland,M,921.71,5.22,3444.42,Onhardt Tobacco (Pvt) Ltd,0.5,660.3,176.7,X3,3871.6,0,0.061678
G00321,Matabeleland South,M,4841.68,3.74,5815.62,Curverid Tobacco (Pvt) Ltd,0.2,1553.6,1293.4,H1,6505.6,0,0.475332
G00322,Matabeleland South,F,1263.67,2.87,1196.59,Premium Leaf Zimbabwe,0.3,417.6,441.0,B2,1018.4,0,0.654279
G00323,Mashonaland Central,F,2472.92,0.6,493.29,Tian Ze Tobacco,0.5,823.1,4126.5,B2,542.2,0,0.479286
G00324,Masvingo,M,5780.03,6.67,5118.52,Northern Tobacco (Pvt) Ltd,0.3,766.9,866.0,X2,5114.4,1,0.371939
G00325,Matabeleland South,F,3997.11,1.34,944.63,Cut Rag Processors,0.3,704.9,2982.8,A1,816.4,1,0.65301
G00326,Mashonaland Central,F,1957.47,2.52,2551.61,Intercontinental Leaf Tobacco,0.7,1012.5,776.7,H2,2281.2,1,0.623134
G00327,Matabeleland South,M,537.58,3.31,2463.02,Shasha Tobacco (Pvt) Ltd,0.0,744.1,162.4,L1,2279.6,0,0.513037
G00328,Mashonaland West,F,1242.32,0.28,222.98,Premium Leaf Zimbabwe,0.2,785.5,4376.2,T3,232.3,0,0.606713
G00329,Mashonaland West,F,855.98,3.13,4882.17,Tobacco Sales Company (TSC),0.3,1559.8,273.5,L2,5457.4,0,0.019952
G00330,Matabeleland South,M,2922.48,0.98,934.89,Northern Tobacco (Pvt) Ltd,1.0,951.2,2973.5,C1,986.2,0,0.863318
G00331,Masvingo,M,1071.37,1.24,932.81,Intercontinental Leaf Tobacco,1.0,753.6,865.5,X4,1067.9,1,0.898617
G00332,Mashonaland West,M,1972.83,2.29,1215.96,Mashonaland Tobacco Company (MTC),1.0,531.2,861.8,L4,1422.9,1,0.767758
G00333,Masvingo,F,778.24,2.14,2141.54,Cut Rag Processors,1.0,999.9,363.4,A2,2325.2,0,0.373968
G00334,Matabeleland South,M,941.83,9.29,4138.26,Aqua Tobacco (Pvt) Ltd,0.5,445.5,101.4,T2,4534.4,0,0.819045
G00335,Matabeleland South,M,2024.38,8.06,11217.58,Premium Leaf Zimbabwe,0.1,1392.5,251.3,H1,11097.2,0,0.369693
G00336,Mashonaland West,M,1228.15,6.22,3470.95,Premium Leaf International,0.0,558.1,197.5,L3,3293.4,0,0.161196
G00337,Manicaland,M,1900.11,5.51,2917.98,Intercontinental Leaf Tobacco,0.5,529.5,344.8,T1,3434.8,0,0.639333
G00338,Mashonaland Central,F,895.72,2.37,779.07,Cut Rag Processors,0.2,328.4,377.6,A2,817.3,0,0.576265
G00339,Masvingo,M,2092.46,8.46,3185.13,Cut Rag Processors,0.7,376.4,247.3,B1,2636.0,1,0.885444
G00340,Manicaland,F,4649.66,2.49,1481.62,Aqua Tobacco (Pvt) Ltd,0.7,594.8,1866.8,A3,1707.3,1,0.808264
G00341,Mashonaland West,M,4276.13,2.27,1468.03,Intercontinental Leaf Tobacco,0.5,645.8,1881.2,X5,1449.0,1,0.703097
G00342,Manicaland,M,10467.69,5.08,5143.7,Mashonaland Tobacco Company (MTC),0.5,1013.5,2062.5,L2,6064.6,1,0.482618
G00343,Mashonaland Central,F,1943.6,7.76,5221.81,Premium Leaf International,0.0,673.2,250.6,T3,4673.4,1,0.301332
G00344,Matabeleland South,F,4101.49,3.43,1874.35,Universal Leaf / ZLT,0.7,546.6,1196.0,H1,1702.7,1,0.99
G00345,Mashonaland West,F,634.26,9.03,8567.47,Aqua Tobacco (Pvt) Ltd,0.7,948.4,70.2,A3,10085.3,1,0.314102
G00346,Mashonaland Central,M,11338.14,8.31,4326.42,Aqua Tobacco (Pvt) Ltd,0.0,520.4,1363.9,X3,3545.2,1,0.539624
G00347,Mashonaland West,M,3309.22,1.68,2071.03,Northern Tobacco (Pvt) Ltd,0.3,1231.5,1967.8,C2,2446.6,1,0.381334
G00348,Mashonaland West,M,2357.03,3.24,4609.3,Mashonaland Tobacco Company (MTC),1.0,1422.2,727.3,B1,4033.6,1,0.534564
G00349,Manicaland,M,685.58,2.3,2135.25,Universal Leaf / ZLT,1.0,927.4,297.8,C2,1798.9,0,0.340895
G00350,Masvingo,M,2180.39,3.14,2307.03,Premium Leaf International,0.1,734.2,693.9,C2,2000.2,0,0.539097
G00351,Matabeleland South,M,3428.83,1.23,972.15,Premium Leaf Zimbabwe,0.3,791.7,2792.4,T3,1059.1,1,0.8084
G00352,Matabeleland South,F,2047.53,2.98,4274.28,Universal Leaf / ZLT,1.0,1434.4,687.1,L5,4705.7,0,0.602079
G00353,Mashonaland West,M,1654.27,15.43,10541.61,Universal Leaf / ZLT,0.2,683.4,107.2,L5,9940.9,0,0.323939
G00354,Mashonaland Central,F,601.0,11.64,13762.24,Zimbabwe Leaf Tobacco (ZLT),0.3,1182.5,51.6,L3,12354.3,0,0.191959
G00355,Masvingo,M,217.02,6.19,8277.98,Shasha Tobacco (Pvt) Ltd,0.5,1337.4,35.1,H1,7327.9,0,0.194166
G00356,Manicaland,M,316.4,0.26,228.61,Shasha Tobacco (Pvt) Ltd,0.2,870.6,1204.8,A1,220.7,1,0.322793
G00357,Mashonaland West,F,342.74,2.65,1745.55,Tobacco Sales Company (TSC),0.5,659.7,129.5,T2,1565.0,1,0.323619
G00358,Mashonaland West,F,478.11,2.9,2393.52,Onhardt Tobacco (Pvt) Ltd,1.0,826.7,165.1,X2,2808.1,0,0.453797
G00359,Mashonaland Central,M,3339.36,1.19,833.44,Zimbabwe Leaf Tobacco (ZLT),0.1,699.0,2800.9,X3,830.6,1,0.443049
G00360,Mashonaland Central,M,4538.51,5.6,4133.98,Premium Leaf International,0.7,738.5,810.7,C1,4266.8,1,0.91387
G00361,Matabeleland South,F,1652.87,7.96,7400.99,Onhardt Tobacco (Pvt) Ltd,0.2,930.3,207.8,X3,8532.4,1,0.095666
G00362,Matabeleland South,F,1217.47,2.17,3470.38,Intercontinental Leaf Tobacco,0.3,1601.9,562.0,L3,3046.4,0,0.298843
G00363,Manicaland,M,1154.69,2.14,1040.22,Shasha Tobacco (Pvt) Ltd,0.1,486.1,539.5,X5,965.9,1,0.587299
G00364,Mashonaland West,F,16092.5,2.41,3434.92,Tian Ze Tobacco,0.2,1427.4,6687.6,H3,3538.5,0,0.538553
G00365,Mashonaland West,F,1911.53,2.49,2700.2,Mashonaland Tobacco Company (MTC),0.5,1084.4,767.7,X3,2577.5,0,0.271011
G00366,Masvingo,F,5057.18,1.62,2267.7,Northern Tobacco (Pvt) Ltd,0.3,1399.3,3120.6,H3,2589.4,0,0.554446
G00367,Mashonaland West,F,366.65,3.49,796.62,Intercontinental Leaf Tobacco,0.3,228.1,105.0,L2,752.4,1,0.562018
G00368,Matabeleland South,F,535.01,5.39,7440.72,Shasha Tobacco (Pvt) Ltd,0.0,1379.9,99.2,B2,7130.8,0,0.205044
G00369,Mashonaland West,M,5149.56,8.01,3151.77,Tobacco Sales Company (TSC),0.0,393.7,643.2,H1,3722.1,1,0.616983
G00370,Manicaland,M,3779.74,9.67,6569.77,Cut Rag Processors,0.5,679.1,390.7,X4,5656.6,0,0.23477
G00371,Masvingo,F,6580.92,8.37,3740.73,Tian Ze Tobacco,0.2,446.7,785.8,H2,3085.2,0,0.683736
G00372,Masvingo,M,2447.44,8.02,4097.76,Premium Leaf Zimbabwe,0.2,510.9,305.1,H1,3413.5,1,0.410306
G00373,Matabeleland South,F,1234.64,4.19,2511.48,Mashonaland Tobacco Company (MTC),0.2,599.1,294.5,B2,2903.6,1,0.398148
G00374,Manicaland,M,369.04,3.94,4234.16,Zimbabwe Leaf Tobacco (ZLT),0.0,1075.1,93.7,L1,3665.7,0,0.01
G00375,Mashonaland Central,M,2319.95,1.96,1120.83,Universal Leaf / ZLT,0.0,570.9,1181.6,X2,1180.5,1,0.434872
G00376,Manicaland,M,262.86,2.91,5576.18,Tobacco Sales Company (TSC),1.0,1917.0,90.4,L5,5302.8,0,0.38598
G00377,Manicaland,F,635.72,4.18,1828.07,Tobacco Sales Company (TSC),0.3,437.0,152.0,C1,1969.6,0,0.416006
G00378,Mashonaland West,F,1966.98,3.55,1310.16,Shasha Tobacco (Pvt) Ltd,0.2,368.8,553.7,L4,1227.1,0,0.526382
G00379,Mashonaland Central,F,1471.02,2.28,739.13,Zimbabwe Leaf Tobacco (ZLT),0.5,324.5,645.8,B2,863.8,1,0.615012
G00380,Masvingo,F,1271.41,2.49,2579.18,Universal Leaf / ZLT,0.2,1034.8,510.1,X1,2619.7,0,0.280454
G00381,Manicaland,F,6938.95,2.22,1877.78,Premium Leaf International,0.5,845.7,3125.0,L2,2127.2,1,0.453021
G00382,Manicaland,F,20528.22,6.98,686.58,Intercontinental Leaf Tobacco,0.2,98.3,2940.4,T3,763.4,0,0.757117
G00383,Matabeleland South,M,962.05,3.08,2357.6,Premium Leaf Zimbabwe,0.0,766.0,312.6,C1,2280.2,0,0.529534
G00384,Masvingo,M,2663.92,4.49,6232.32,Curverid Tobacco (Pvt) Ltd,0.1,1387.5,593.0,A2,6702.5,0,0.415797
G00385,Mashonaland Central,F,2363.28,4.54,1641.98,Cut Rag Processors,1.0,361.8,520.8,A2,1817.9,1,0.851089
G00386,Masvingo,M,1414.01,2.44,2278.5,Aqua Tobacco (Pvt) Ltd,0.5,932.7,578.8,X5,2574.7,0,0.421411
G00387,Masvingo,F,1427.34,1.51,218.66,Cut Rag Processors,0.7,145.2,947.6,H3,212.5,1,0.948919
G00388,Mashonaland Central,M,3688.13,3.11,3052.58,Aqua Tobacco (Pvt) Ltd,0.0,981.5,1185.8,A1,3020.4,0,0.449186
G00389,Mashonaland West,F,9003.35,0.52,197.9,Premium Leaf Zimbabwe,0.2,383.4,17443.8,T2,169.5,1,0.836466
G00390,Matabeleland South,F,142.32,5.17,3779.09,Tobacco Sales Company (TSC),0.3,730.9,27.5,X3,3321.5,0,0.516016
G00391,Masvingo,F,2882.71,1.34,1468.03,Curverid Tobacco (Pvt) Ltd,0.2,1096.9,2154.0,A2,1388.1,1,0.512532
